District ,Mandal,Muncipality,WardName,female,male,transgender
MEDAK,ZAHIRABAD,Zaheerabad,Revenue Ward No 5,1983,1397,9
NALGONDA,BHONGIR,Bhongir,Revenue Ward No  1,298,135,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No  2,255,117,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No  3,321,152,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No  4,249,100,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No  5,214,110,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No  6,123,24,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 10,129,49,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 11,128,44,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 12,287,141,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 13,202,65,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 14,131,54,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 15,193,91,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 16,315,171,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 17,157,73,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 18,106,31,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 19,125,59,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 20,108,81,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 21,113,46,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 22,276,136,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 23,131,57,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 24,151,79,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 25,336,192,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 26,406,259,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 27,118,51,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 28,67,16,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 29,169,82,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 30,309,124,1
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 7,169,82,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 8,207,94,
NALGONDA,BHONGIR,Bhongir,Revenue Ward No 9,132,52,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.1,181,65,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.10,96,42,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.11,28,20,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.12,115,65,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.13,159,53,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.14,111,51,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.15,162,86,1
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.16,224,103,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.17,110,38,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.18,145,46,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.19,180,71,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.2,125,51,2
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.20,179,62,
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.3,169,73,1
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.4,224,125,1
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.5,213,98,1
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.6,113,40,1
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.7,263,125,1
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.8,285,180,2
NALGONDA,DEVARAKONDA,Devarakonda,Revenue Ward No.9,135,42,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.1,404,246,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.10,140,70,1
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.11,188,83,1
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.12,207,104,2
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.13,214,119,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.14,73,28,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.15,209,80,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.16,150,79,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.17,363,225,1
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.18,275,160,2
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.19,307,168,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.2,117,43,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.20,309,196,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.3,269,152,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.4,252,133,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.5,389,220,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.6,288,156,1
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.7,286,139,1
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.8,228,138,
NALGONDA,HUZURNAGAR,Huzurnagar,Revenue Ward No.9,432,247,2
NALGONDA,KODAD,Kodad,Revenue Ward No.1,125,62,
NALGONDA,KODAD,Kodad,Revenue Ward No.10,326,143,
NALGONDA,KODAD,Kodad,Revenue Ward No.11,443,192,1
NALGONDA,KODAD,Kodad,Revenue Ward No.12,125,61,
NALGONDA,KODAD,Kodad,Revenue Ward No.13,186,85,1
NALGONDA,KODAD,Kodad,Revenue Ward No.14,352,190,1
NALGONDA,KODAD,Kodad,Revenue Ward No.15,341,153,2
NALGONDA,KODAD,Kodad,Revenue Ward No.16,350,196,
NALGONDA,KODAD,Kodad,Revenue Ward No.17,170,74,
NALGONDA,KODAD,Kodad,Revenue Ward No.18,266,126,1
NALGONDA,KODAD,Kodad,Revenue Ward No.19,233,106,
NALGONDA,KODAD,Kodad,Revenue Ward No.2,102,38,
NALGONDA,KODAD,Kodad,Revenue Ward No.20,168,79,1
NALGONDA,KODAD,Kodad,Revenue Ward No.21,97,33,
NALGONDA,KODAD,Kodad,Revenue Ward No.22,143,76,
NALGONDA,KODAD,Kodad,Revenue Ward No.23,209,106,1
NALGONDA,KODAD,Kodad,Revenue Ward No.24,253,116,
NALGONDA,KODAD,Kodad,Revenue Ward No.25,222,108,
NALGONDA,KODAD,Kodad,Revenue Ward No.26,305,197,
NALGONDA,KODAD,Kodad,Revenue Ward No.27,188,101,1
NALGONDA,KODAD,Kodad,Revenue Ward No.28,128,51,
NALGONDA,KODAD,Kodad,Revenue Ward No.29,164,73,
NALGONDA,KODAD,Kodad,Revenue Ward No.3,123,60,
NALGONDA,KODAD,Kodad,Revenue Ward No.30,289,170,
NALGONDA,KODAD,Kodad,Revenue Ward No.4,602,360,1
NALGONDA,KODAD,Kodad,Revenue Ward No.5,244,110,1
NALGONDA,KODAD,Kodad,Revenue Ward No.6,222,111,4
NALGONDA,KODAD,Kodad,Revenue Ward No.7,138,61,
NALGONDA,KODAD,Kodad,Revenue Ward No.8,215,103,1
NALGONDA,KODAD,Kodad,Revenue Ward No.9,364,220,2
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No  1,382,204,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No  2,711,393,2
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No  3,326,147,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No  4,245,121,3
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 10,252,90,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 11,511,264,2
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 12,321,172,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 13,174,57,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 14,109,41,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 15,268,111,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 16,442,231,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 17,211,102,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 18,658,399,3
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 19,491,288,2
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 20,455,260,3
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 21,235,133,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 22,213,95,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 23,306,110,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 24,183,75,2
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 25,192,75,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 26,495,252,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 27,305,110,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 28,226,67,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 29,267,118,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 30,342,148,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 31,212,80,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 32,377,175,3
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 33,423,203,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 34,343,173,3
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 35,275,117,2
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 36,495,257,5
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 5,357,176,1
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 6,466,186,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 7,267,112,
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 8,452,223,3
NALGONDA,MIRYALAGUDA,Miryalaguda,Revenue Ward No 9,418,226,4
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  10,1000,493,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  11,539,238,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  2,565,291,3
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  3,529,182,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  4,253,70,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  5,218,71,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  6,346,109,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  7,379,154,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  8,391,134,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No  9,375,134,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 1,683,257,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 12,547,288,2
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 13,611,302,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 14,185,47,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 15,420,158,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 16,243,70,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 17,200,81,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 18,237,97,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 19,223,92,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 20,246,74,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 21,277,111,2
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 22,302,110,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 23,229,94,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 24,506,221,3
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 25,674,337,2
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 26,371,161,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 27,831,516,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 28,280,91,2
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 29,619,328,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 30,437,197,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 31,292,140,2
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 32,320,152,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 33,318,111,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 34,435,214,5
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 35,366,139,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 36,278,119,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 37,172,53,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 38,219,88,1
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 39,283,104,
NALGONDA,NALGONDA,Nalgonda,Revenue Ward No 40,811,415,2
NALGONDA,SURYAPET,Suryapet,Revenue Ward No  2,197,81,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No  3,402,139,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No  4,190,53,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 1,493,185,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 10,281,108,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 11,204,69,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 12,421,181,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 13,595,338,4
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 14,262,99,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 15,249,100,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 16,240,85,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 17,467,229,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 18,125,48,2
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 19,306,100,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 20,366,198,2
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 21,252,112,3
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 22,808,436,5
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 23,370,205,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 24,152,44,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 25,222,78,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 26,308,154,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 27,327,172,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 28,416,230,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 29,245,110,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 30,144,67,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 31,179,70,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 32,105,35,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 33,254,104,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 34,186,79,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 5,162,64,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 6,67,24,
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 7,286,110,4
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 8,472,216,1
NALGONDA,SURYAPET,Suryapet,Revenue Ward No 9,229,85,
Nizamabad(U),Armoor,Zone-I,Ward-1,295,182,
Nizamabad(U),Armoor,Zone-I,Ward-2,396,199,1
Nizamabad(U),Armoor,Zone-I,Ward-3,447,251,
Nizamabad(U),Armoor,Zone-I,Ward-4,315,151,
Nizamabad(U),Armoor,Zone-II,Ward-5,323,132,
Nizamabad(U),Armoor,Zone-II,Ward-6,256,120,1
Nizamabad(U),Armoor,Zone-II,Ward-7,237,105,1
Nizamabad(U),Armoor,Zone-II,Ward-8,477,307,
Nizamabad(U),Armoor,Zone-II,Ward-9,123,46,
Nizamabad(U),Armoor,Zone-III,Ward-10,303,114,1
Nizamabad(U),Armoor,Zone-III,Ward-11,390,146,3
Nizamabad(U),Armoor,Zone-III,Ward-12,365,153,
Nizamabad(U),Armoor,Zone-III,Ward-13,526,228,
Nizamabad(U),Armoor,Zone-III,Ward-14,248,87,
Nizamabad(U),Armoor,Zone-III,Ward-15,222,79,1
Nizamabad(U),Armoor,Zone-IV,Ward-16,273,115,
Nizamabad(U),Armoor,Zone-IV,Ward-17,320,123,
Nizamabad(U),Armoor,Zone-IV,Ward-18,437,192,
Nizamabad(U),Armoor,Zone-IV,Ward-19,225,90,1
Nizamabad(U),Armoor,Zone-V,Ward-20,184,87,
Nizamabad(U),Armoor,Zone-V,Ward-21,375,237,
Nizamabad(U),Armoor,Zone-V,Ward-22,197,59,2
Nizamabad(U),Armoor,Zone-V,Ward-23,265,163,4
Nizamabad(U),Bodhan,Zone-I,Ward-1,280,238,
Nizamabad(U),Bodhan,Zone-I,Ward-2,305,322,
Nizamabad(U),Bodhan,Zone-I,Ward-34,601,359,
Nizamabad(U),Bodhan,Zone-I,Ward-35,496,428,1
Nizamabad(U),Bodhan,Zone-I,Ward-8,535,341,4
Nizamabad(U),Bodhan,Zone-II,Ward-3,210,138,
Nizamabad(U),Bodhan,Zone-II,Ward-4,161,90,
Nizamabad(U),Bodhan,Zone-II,Ward-5,201,136,
Nizamabad(U),Bodhan,Zone-II,Ward-6,395,238,2
Nizamabad(U),Bodhan,Zone-II,Ward-7,440,296,1
Nizamabad(U),Bodhan,Zone-III,Ward-10,345,255,1
Nizamabad(U),Bodhan,Zone-III,Ward-11,477,417,1
Nizamabad(U),Bodhan,Zone-III,Ward-12,650,540,1
Nizamabad(U),Bodhan,Zone-III,Ward-13,580,435,
Nizamabad(U),Bodhan,Zone-III,Ward-14,425,255,
Nizamabad(U),Bodhan,Zone-III,Ward-9,483,443,2
Nizamabad(U),Bodhan,Zone-IV,Ward-15,316,236,1
Nizamabad(U),Bodhan,Zone-IV,Ward-16,305,193,
Nizamabad(U),Bodhan,Zone-IV,Ward-17,354,308,
Nizamabad(U),Bodhan,Zone-IV,Ward-18,166,91,
Nizamabad(U),Bodhan,Zone-IV,Ward-19,177,110,
Nizamabad(U),Bodhan,Zone-IV,Ward-20,554,544,
Nizamabad(U),Bodhan,Zone-V,Ward-21,337,289,
Nizamabad(U),Bodhan,Zone-V,Ward-22,609,397,3
Nizamabad(U),Bodhan,Zone-V,Ward-23,373,209,1
Nizamabad(U),Bodhan,Zone-V,Ward-24,460,418,1
Nizamabad(U),Bodhan,Zone-V,Ward-25,391,306,
Nizamabad(U),Bodhan,Zone-V,Ward-26,647,550,
Nizamabad(U),Bodhan,Zone-V,Ward-27,433,363,2
Nizamabad(U),Bodhan,Zone-VI,Ward-28,470,321,
Nizamabad(U),Bodhan,Zone-VI,Ward-29,271,178,
Nizamabad(U),Bodhan,Zone-VI,Ward-30,293,210,
Nizamabad(U),Bodhan,Zone-VI,Ward-31,368,229,2
Nizamabad(U),Bodhan,Zone-VI,Ward-32,314,232,1
Nizamabad(U),Bodhan,Zone-VI,Ward-33,374,326,
Nizamabad(U),Kama Reddy,Zone-I,Ward-10,116,51,
Nizamabad(U),Kama Reddy,Zone-I,Ward-11,81,41,
Nizamabad(U),Kama Reddy,Zone-I,Ward-12,212,90,
Nizamabad(U),Kama Reddy,Zone-I,Ward-13,260,109,1
Nizamabad(U),Kama Reddy,Zone-I,Ward-14,225,88,1
Nizamabad(U),Kama Reddy,Zone-I,Ward-15,239,85,
Nizamabad(U),Kama Reddy,Zone-I,Ward-16,312,118,2
Nizamabad(U),Kama Reddy,Zone-I,Ward-19,576,354,2
Nizamabad(U),Kama Reddy,Zone-I,Ward-21,221,112,
Nizamabad(U),Kama Reddy,Zone-I,Ward-4,233,110,
Nizamabad(U),Kama Reddy,Zone-I,Ward-9,342,146,2
Nizamabad(U),Kama Reddy,Zone-II,Ward-1,600,307,4
Nizamabad(U),Kama Reddy,Zone-II,Ward-2,232,115,1
Nizamabad(U),Kama Reddy,Zone-II,Ward-3,201,103,
Nizamabad(U),Kama Reddy,Zone-II,Ward-5,589,350,1
Nizamabad(U),Kama Reddy,Zone-II,Ward-6,528,273,3
Nizamabad(U),Kama Reddy,Zone-II,Ward-7,683,441,
Nizamabad(U),Kama Reddy,Zone-II,Ward-8,620,405,1
Nizamabad(U),Kama Reddy,Zone-III,NULL,1,,
Nizamabad(U),Kama Reddy,Zone-III,Ward-24,483,235,1
Nizamabad(U),Kama Reddy,Zone-III,Ward-25,288,150,1
Nizamabad(U),Kama Reddy,Zone-III,Ward-26,225,125,
Nizamabad(U),Kama Reddy,Zone-III,Ward-27,234,99,1
Nizamabad(U),Kama Reddy,Zone-III,Ward-28,181,92,
Nizamabad(U),Kama Reddy,Zone-III,Ward-29,146,45,
Nizamabad(U),Kama Reddy,Zone-III,Ward-30,251,132,1
Nizamabad(U),Kama Reddy,Zone-III,Ward-31,277,126,
Nizamabad(U),Kama Reddy,Zone-III,Ward-32,369,178,2
Nizamabad(U),Kama Reddy,Zone-III,Ward-33,450,221,
Nizamabad(U),Kama Reddy,Zone-IV,Ward-17,489,263,
Nizamabad(U),Kama Reddy,Zone-IV,Ward-18,364,192,1
Nizamabad(U),Kama Reddy,Zone-IV,Ward-20,287,161,1
Nizamabad(U),Kama Reddy,Zone-IV,Ward-22,284,144,1
Nizamabad(U),Kama Reddy,Zone-IV,Ward-23,283,146,1
Nizamabad(U),Nizamabad,Zone-I,Ward-6,8146,3918,18
Nizamabad(U),Nizamabad,Zone-II,Ward-1,3557,1833,6
Nizamabad(U),Nizamabad,Zone-II,Ward-2,1162,510,1
Nizamabad(U),Nizamabad,Zone-II,Ward-3,3684,1313,9
Nizamabad(U),Nizamabad,Zone-II,Ward-4,422,179,2
Nizamabad(U),Nizamabad,Zone-III,Ward-10,3110,1465,4
Nizamabad(U),Nizamabad,Zone-III,Ward-4,546,259,
Nizamabad(U),Nizamabad,Zone-III,Ward-8,570,459,1
Nizamabad(U),Nizamabad,Zone-III,Ward-9,2581,1800,6
Nizamabad(U),Nizamabad,Zone-IV,Ward-11,3419,1838,7
Nizamabad(U),Nizamabad,Zone-IV,Ward-5,1996,845,4
Nizamabad(U),Nizamabad,Zone-IV,Ward-6,553,293,
Nizamabad(U),Nizamabad,Zone-IV,Ward-7,1184,624,
Nizamabad(U),Nizamabad,Zone-V,Ward-10,5192,3838,10
Nizamabad(U),Nizamabad,Zone-V,Ward-12,1164,661,2
Nizamabad(U),Nizamabad,Zone-V,Ward-6,1595,1318,5
Nizamabad(U),Nizamabad,Zone-V,Ward-7,1313,1044,3
Nizamabad(U),Nizamabad,Zone-V,Ward-9,7261,5949,33
RANGA REDDY,Ranga Reddy(U),Alwal,Alwal-SC,4432,2293,15
RANGA REDDY,Ranga Reddy(U),Alwal,Macha Bollaram,4925,2714,15
RANGA REDDY,Ranga Reddy(U),Alwal,Yapral-SC,2161,1114,9
RANGA REDDY,Ranga Reddy(U),Kapra,4- Ammuguda (Part),858,449,5
RANGA REDDY,Ranga Reddy(U),Kapra,Cherlapalli,5151,3236,9
RANGA REDDY,Ranga Reddy(U),Kapra,Kapra,4843,2953,17
RANGA REDDY,Ranga Reddy(U),Kapra,Mallapur,4701,2863,13
RANGA REDDY,Ranga Reddy(U),Kapra,Nacharam,5365,3409,13
RANGA REDDY,Ranga Reddy(U),Kukatpally,Fathe Nagar,5198,3801,39
RANGA REDDY,Ranga Reddy(U),Kukatpally,Hydernagar,6888,4568,17
RANGA REDDY,Ranga Reddy(U),Kukatpally,KPHB Colony,3296,1701,11
RANGA REDDY,Ranga Reddy(U),Kukatpally,Kukatpally,3871,2593,10
RANGA REDDY,Ranga Reddy(U),Kukatpally,Moosapet,8126,6130,27
RANGA REDDY,Ranga Reddy(U),Kukatpally,Mothinagar,8346,6237,30
RANGA REDDY,Ranga Reddy(U),Kukatpally,Old Bowenpally,6504,4287,14
RANGA REDDY,Ranga Reddy(U),Kukatpally,Vivekananda Nagar Colony,5683,3401,13
RANGA REDDY,Ranga Reddy(U),L B Nagar,Champapet,4506,2560,15
RANGA REDDY,Ranga Reddy(U),L B Nagar,Gaddiannaram,1647,791,4
RANGA REDDY,Ranga Reddy(U),L B Nagar,Hayathnagar,5321,3146,23
RANGA REDDY,Ranga Reddy(U),L B Nagar,Karmanghat,5961,3488,11
RANGA REDDY,Ranga Reddy(U),L B Nagar,Kothapet,4825,2675,24
RANGA REDDY,Ranga Reddy(U),L B Nagar,Mansoorabad,4667,2794,22
RANGA REDDY,Ranga Reddy(U),L B Nagar,P&T Colony,1657,754,3
RANGA REDDY,Ranga Reddy(U),L B Nagar,Rama Krishna Puram,2808,1690,5
RANGA REDDY,Ranga Reddy(U),L B Nagar,Saroornagar,4164,2412,14
RANGA REDDY,Ranga Reddy(U),L B Nagar,Vansathalipuram,1808,868,4
RANGA REDDY,Ranga Reddy(U),Malkajigiri,Defence Colony,3757,2197,17
RANGA REDDY,Ranga Reddy(U),Malkajigiri,Gautham Nagar,3470,1683,8
RANGA REDDY,Ranga Reddy(U),Malkajigiri,Moula Ali,5459,3417,19
RANGA REDDY,Ranga Reddy(U),Malkajigiri,Old Malkajgiri,3867,2072,5
RANGA REDDY,Ranga Reddy(U),Malkajigiri,Safilguda,3379,1714,15
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Chintal,3638,2218,9
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Gajula Ramaram,9022,6778,24
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Jagadgiri gutta,6950,4628,24
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Jeedimetla,5711,3465,26
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Qutubullapur,5579,3441,23
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Shapur Nagar,5495,3669,18
RANGA REDDY,Ranga Reddy(U),Qutbullapur,Suraram Colony,7675,5090,26
RANGA REDDY,Ranga Reddy(U),Rajendra Nagar,Attapur,9871,8813,28
RANGA REDDY,Ranga Reddy(U),Rajendra Nagar,Mylardevpally,7153,5043,31
RANGA REDDY,Ranga Reddy(U),Rajendra Nagar,Rajendra Nagar,7116,4942,23
RANGA REDDY,Ranga Reddy(U),Rajendra Nagar,Shivarampally,7299,6585,21
RANGA REDDY,Ranga Reddy(U),Secunderabad,Addagutta,4069,2516,16
RANGA REDDY,Ranga Reddy(U),Secunderabad,Tarnaka,3958,2363,12
RANGA REDDY,Ranga Reddy(U),Serilingampally-1,Gachibowli,5545,3656,19
RANGA REDDY,Ranga Reddy(U),Serilingampally-1,Serilingampally,11271,7815,40
RANGA REDDY,Ranga Reddy(U),Serilingampally-2,Chanda Nagar,7451,4876,21
RANGA REDDY,Ranga Reddy(U),Serilingampally-2,Hafeezpet,8359,6055,21
RANGA REDDY,Ranga Reddy(U),Uppal,Habsiguda,3420,2043,9
RANGA REDDY,Ranga Reddy(U),Uppal,Ramanthapur,5478,3328,19
RANGA REDDY,Ranga Reddy(U),Uppal,Uppal,7935,4686,31
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.1,329,233,
