District ,Mandal,GP,female,male,transgender
ADILABAD,ASIFABAD,RAHAPALLY,633,471,1
ADILABAD,ASIFABAD,ROUTSANKEPALLE,781,555,3
ADILABAD,ASIFABAD,SALEGUDA,386,219,
ADILABAD,ASIFABAD,TUMPALLI,453,332,
ADILABAD,ASIFABAD,YELLARAM,867,594,1
ADILABAD,BEJJUR,BEJJUR,1787,1260,8
ADILABAD,BEJJUR,BOMBAIGUDA,301,221,1
ADILABAD,BEJJUR,DIMDA,466,348,1
ADILABAD,BEJJUR,GUDEM,764,567,2
ADILABAD,BEJJUR,KAMERGAON,202,126,
ADILABAD,BEJJUR,KARJAVELLI,566,385,2
ADILABAD,BEJJUR,KONDAPALLE,586,493,1
ADILABAD,BEJJUR,KUKUDA,577,409,4
ADILABAD,BEJJUR,KUSHNEPALLE,525,364,1
ADILABAD,BEJJUR,LODPALLE,274,199,4
ADILABAD,BEJJUR,MARTHADI,722,514,1
ADILABAD,BEJJUR,MOGAVELLY,390,275,
ADILABAD,BEJJUR,MUNJAMPALLE,767,534,3
ADILABAD,BEJJUR,MURALIGUDA,165,133,2
ADILABAD,BEJJUR,OUTSARANGIPALLE,965,632,6
ADILABAD,BEJJUR,PAPANPET,491,327,
ADILABAD,BEJJUR,PENCHIKALPET,321,231,1
ADILABAD,BEJJUR,POTHEPALLY,441,372,2
ADILABAD,BEJJUR,REBBENA,529,382,2
ADILABAD,BEJJUR,RUDRAPUR,665,489,2
ADILABAD,BEJJUR,SOMINI,429,324,
ADILABAD,BEJJUR,YELKAPALLE,493,353,2
ADILABAD,BEJJUR,YELLUR,539,382,4
ADILABAD,BELLAMPALLE,AKENIPALLE,802,566,3
ADILABAD,BELLAMPALLE,BATWANPALLE,519,341,2
ADILABAD,BELLAMPALLE,BUDHA KALAN,482,350,2
ADILABAD,BELLAMPALLE,BUDHA KHURD,734,497,3
ADILABAD,BELLAMPALLE,CHAKEPALLE,504,364,
ADILABAD,BELLAMPALLE,CHANDRAVELLI,413,307,4
ADILABAD,BELLAMPALLE,GURJAL,671,439,1
ADILABAD,BELLAMPALLE,KANNAL,416,296,2
ADILABAD,BELLAMPALLE,PATHA BELLAMPALLI,955,627,2
ADILABAD,BELLAMPALLE,PERKAPALLE,458,325,1
ADILABAD,BHIMINI,BHEEMINI,668,545,2
ADILABAD,BHIMINI,JAJJARVELLY,641,485,1
ADILABAD,BHIMINI,JANKAPUR,574,408,1
ADILABAD,BHIMINI,KANNEPALLE,803,585,5
ADILABAD,BHIMINI,KARJIBHEEMPUR,357,293,
ADILABAD,BHIMINI,LAXMIPUR,483,399,3
ADILABAD,BHIMINI,MALLIDI,592,482,
ADILABAD,BHIMINI,METPALLE,404,272,
ADILABAD,BHIMINI,NAYANKANPET,469,349,3
ADILABAD,BHIMINI,REBBENA,473,362,
ADILABAD,BHIMINI,VEEGAON,670,545,3
ADILABAD,BHIMINI,VEERAPUR,312,228,1
ADILABAD,BHIMINI,VENKATAPUR,513,424,2
ADILABAD,CHENNUR,ANGARAJPALLE,279,201,2
ADILABAD,CHENNUR,ASNAD,745,602,1
ADILABAD,CHENNUR,BUDDARAM,246,182,
ADILABAD,CHENNUR,CHAKEPALLE,412,294,1
ADILABAD,CHENNUR,CHENNUR,3928,2284,8
ADILABAD,CHENNUR,CHINTALPALLE,366,292,3
ADILABAD,CHENNUR,DUGNEPALLE,896,605,4
ADILABAD,CHENNUR,GANGARAM,457,331,1
ADILABAD,CHENNUR,KACHANPALLE,397,266,
ADILABAD,CHENNUR,KATHERSALA,438,293,
ADILABAD,CHENNUR,KISTAMPET,998,675,4
ADILABAD,CHENNUR,KOMMERA,571,385,1
ADILABAD,CHENNUR,NAGAPUR,280,171,1
ADILABAD,CHENNUR,POKKUR,623,442,4
ADILABAD,CHENNUR,SOMANPALLE,406,276,1
ADILABAD,CHENNUR,SUDDAL,507,387,2
ADILABAD,CHENNUR,SUNDERSALA,319,230,2
ADILABAD,DAHEGAON,AINAM,900,656,4
ADILABAD,DAHEGAON,BEEBRA,259,177,1
ADILABAD,DAHEGAON,CHANDRAPALLE,353,232,1
ADILABAD,DAHEGAON,CHEDVAI,712,538,1
ADILABAD,DAHEGAON,CHINNAGUDIPET,527,442,8
ADILABAD,DAHEGAON,CHINNARASPALLE,381,268,
ADILABAD,DAHEGAON,DAHEGAON,1064,717,5
ADILABAD,DAHEGAON,GIRVELLI,746,528,1
ADILABAD,DAHEGAON,HATHNI,615,453,4
ADILABAD,DAHEGAON,ITYAL,432,284,1
ADILABAD,DAHEGAON,KESLAPUR,244,202,
ADILABAD,DAHEGAON,KOTHMIR,554,448,1
ADILABAD,DAHEGAON,KUNCHAVELLI,824,532,4
ADILABAD,DAHEGAON,LAGGAON,489,367,3
ADILABAD,DAHEGAON,MOTLEGUDA,243,207,
ADILABAD,DAHEGAON,RAMPUR,266,194,
ADILABAD,DAHEGAON,SALIGAON,345,247,1
ADILABAD,DAHEGAON,VODDUGUDA,449,323,2
ADILABAD,DANDEPALLE,CHINTHAPALLE,669,464,5
ADILABAD,DANDEPALLE,DANDEPALLE,1193,685,4
ADILABAD,DANDEPALLE,DHARMARAOPET,246,171,
ADILABAD,DANDEPALLE,DWARAKA,469,282,1
ADILABAD,DANDEPALLE,GUDEM,592,372,
ADILABAD,DANDEPALLE,GUDIREVU,524,316,2
ADILABAD,DANDEPALLE,KANNEPALLI,358,204,1
ADILABAD,DANDEPALLE,KASIPET,360,228,
ADILABAD,DANDEPALLE,KORVICHELMA,983,580,5
ADILABAD,DANDEPALLE,LAXMIKANTAPUR,362,228,1
ADILABAD,DANDEPALLE,LINGAPUR,400,252,
ADILABAD,DANDEPALLE,MAMIDIPALLE,796,505,2
ADILABAD,DANDEPALLE,MEDARIPET,691,437,7
ADILABAD,DANDEPALLE,NAGASAMUDRAM,370,203,1
ADILABAD,DANDEPALLE,NAMBAL,498,324,1
ADILABAD,DANDEPALLE,NARSAPUR,339,202,
ADILABAD,DANDEPALLE,NELKIVENKATAPUR,666,399,3
ADILABAD,DANDEPALLE,PEDDAPET,423,233,2
ADILABAD,DANDEPALLE,REBBENPALLE,640,419,5
ADILABAD,DANDEPALLE,TALLAPET,735,531,1
ADILABAD,DANDEPALLE,VELGANOOR,610,393,
ADILABAD,JAINOOR,ADDESARA,271,167,1
ADILABAD,JAINOOR,ASHAPALLE,378,247,3
ADILABAD,JAINOOR,DABOLI,780,574,3
ADILABAD,JAINOOR,GUDAMAMDA,716,522,3
ADILABAD,JAINOOR,JAINOOR,1095,740,5
ADILABAD,JAINOOR,JAMGAON,532,381,1
ADILABAD,JAINOOR,JAMNI,444,233,
ADILABAD,JAINOOR,JANDAGUDA,329,213,1
ADILABAD,JAINOOR,MARLAWAI,531,315,1
ADILABAD,JAINOOR,PATNAPUR,423,222,
ADILABAD,JAINOOR,RASIMATTA,348,244,1
ADILABAD,JAINOOR,USHEGAON,590,361,2
ADILABAD,JAIPUR,AREPALLE,282,212,2
ADILABAD,JAIPUR,BEJJAL,220,170,
ADILABAD,JAIPUR,BHIMARAM,1364,858,3
ADILABAD,JAIPUR,BURUGUPALLE,424,305,1
ADILABAD,JAIPUR,DAMPUR,590,366,1
ADILABAD,JAIPUR,GANGIPALLEE,275,196,2
ADILABAD,JAIPUR,INDARAM,1014,676,7
ADILABAD,JAIPUR,JAIPUR,518,324,2
ADILABAD,JAIPUR,KISTAPUR,355,253,2
ADILABAD,JAIPUR,KOTHAPALLE,230,169,2
ADILABAD,JAIPUR,KUNDARAM,621,418,2
ADILABAD,JAIPUR,MADDIKAL,469,336,3
ADILABAD,JAIPUR,MITTAPALLY,753,551,2
ADILABAD,JAIPUR,MUDIGUNTA,438,318,3
ADILABAD,JAIPUR,NARASINGAPURAM,258,146,
ADILABAD,JAIPUR,PEGADAPALLE,335,227,
ADILABAD,JAIPUR,POLAMPALLE,239,158,2
ADILABAD,JAIPUR,POWNOOR,329,209,
ADILABAD,JAIPUR,RAMARAOPET,429,300,1
ADILABAD,JAIPUR,SHETPALLE,500,343,
ADILABAD,JAIPUR,SIVVARAM,374,271,
ADILABAD,JAIPUR,TEKUMATLA,625,457,1
ADILABAD,JAIPUR,VELAL,458,331,
ADILABAD,JAIPUR,YELKANTI,181,130,2
ADILABAD,JANNARAM,BADAMPALLE,987,628,3
ADILABAD,JANNARAM,CHINTALGUDA,815,433,2
ADILABAD,JANNARAM,DEVENIGUDA,620,392,1
ADILABAD,JANNARAM,DHARMARAM,385,255,
ADILABAD,JANNARAM,INDHANPALLE,779,485,3
ADILABAD,JANNARAM,JANNARAM,633,370,
ADILABAD,JANNARAM,KALMADUGU,767,477,1
ADILABAD,JANNARAM,KAMANPALLE,427,251,3
ADILABAD,JANNARAM,KAWAL,705,475,2
ADILABAD,JANNARAM,KISHTAPUR,496,331,1
ADILABAD,JANNARAM,MALYAL,217,142,2
ADILABAD,JANNARAM,MARRIGUDA,353,184,
ADILABAD,JANNARAM,MURRIMADUGU,923,638,3
ADILABAD,JANNARAM,PONKAL,1543,782,3
ADILABAD,JANNARAM,RAINDLAGUDA,624,369,2
ADILABAD,JANNARAM,RAMPUR,400,256,1
ADILABAD,JANNARAM,ROUTUGUDA,641,379,
ADILABAD,JANNARAM,SINGARAIPET,737,454,
ADILABAD,JANNARAM,THIMMAPUR,391,273,1
ADILABAD,KAGAZNAGAR,ANDEVELLY,487,334,1
ADILABAD,KAGAZNAGAR,BAREGUDA,502,295,6
ADILABAD,KAGAZNAGAR,BHAT PALLE,780,443,
ADILABAD,KAGAZNAGAR,BODEPALLE,555,448,1
ADILABAD,KAGAZNAGAR,CHINTHAGUDA,464,230,
ADILABAD,KAGAZNAGAR,CHINTHAGUDA KOYAWAGU,616,414,2
ADILABAD,KAGAZNAGAR,EASGAON,326,190,
ADILABAD,KAGAZNAGAR,GANNARAM,635,488,5
ADILABAD,KAGAZNAGAR,KOSINI,1051,706,2
ADILABAD,KAGAZNAGAR,MALNI,321,223,1
ADILABAD,KAGAZNAGAR,MOSAM,827,572,
ADILABAD,KAGAZNAGAR,NAGAMPET,360,256,1
ADILABAD,KAGAZNAGAR,NAZURULNAGAR,2062,1295,8
ADILABAD,KAGAZNAGAR,POTHAPALLI,257,197,
ADILABAD,KAGAZNAGAR,RASPALLY,783,582,1
ADILABAD,KAGAZNAGAR,VALLAKONDA,408,283,
ADILABAD,KAGAZNAGAR,VANJARI,990,751,3
ADILABAD,KASIPET,DEVAPUR,1741,1117,
ADILABAD,KASIPET,DHARMARAOPET,614,452,2
ADILABAD,KASIPET,KASIPET,1133,734,
ADILABAD,KASIPET,KOMATICHENU,310,205,
ADILABAD,KASIPET,KONUR,379,277,1
ADILABAD,KASIPET,MALKEPALLE,381,253,
ADILABAD,KASIPET,MUTHEMPALLE,933,634,
ADILABAD,KASIPET,PALLAMGUDA,397,307,
ADILABAD,KASIPET,PEDDAMPALLE,169,118,
ADILABAD,KASIPET,SONAPUR,641,489,
ADILABAD,KERAMERI,ANANTHAPUR,656,571,8
ADILABAD,KERAMERI,DEVAPUR,286,214,2
ADILABAD,KERAMERI,GOYAGAON,570,385,1
ADILABAD,KERAMERI,KARANJIWADA,561,386,1
ADILABAD,KERAMERI,KERAMERI,1696,1278,8
ADILABAD,KERAMERI,KHAIRI,380,250,1
ADILABAD,KERAMERI,KOTHARI,461,354,3
ADILABAD,KERAMERI,MODI,696,439,2
ADILABAD,KERAMERI,NISHANI,618,428,
ADILABAD,KERAMERI,PARANDHOLI,429,324,1
ADILABAD,KERAMERI,SANGVI,558,357,
ADILABAD,KERAMERI,SURDAPUR,723,494,3
ADILABAD,KOTAPALLE,ALGAON,433,246,1
ADILABAD,KOTAPALLE,ANNARAM,496,247,2
ADILABAD,KOTAPALLE,DEVALWADA,585,391,4
ADILABAD,KOTAPALLE,EDULA BANDAM,527,371,
ADILABAD,KOTAPALLE,JANGAON,428,297,1
ADILABAD,KOTAPALLE,KOLLUR,380,231,2
ADILABAD,KOTAPALLE,KONDAMPET,528,339,3
ADILABAD,KOTAPALLE,KOTAPALLE,393,239,2
ADILABAD,KOTAPALLE,NAGAMPET,389,269,
ADILABAD,KOTAPALLE,NAKKALPALLE,356,216,2
ADILABAD,KOTAPALLE,PANGADISOMARAM,186,140,
ADILABAD,KOTAPALLE,PARPALLE,451,307,2
ADILABAD,KOTAPALLE,PINNARAM,333,235,1
ADILABAD,KOTAPALLE,PULLAGAON,237,151,2
ADILABAD,KOTAPALLE,RAJARAM,502,327,
ADILABAD,KOTAPALLE,RAMPUR,244,177,1
ADILABAD,KOTAPALLE,RAPANPALLE,480,307,
ADILABAD,KOTAPALLE,SARVAIPET,460,344,3
ADILABAD,KOTAPALLE,SHETPALLE,356,246,3
ADILABAD,KOTAPALLE,SIRSA,345,172,
ADILABAD,KOTAPALLE,VENCHAPALLY,488,325,1
ADILABAD,KOUTHALA,BABAPUR,470,329,
ADILABAD,KOUTHALA,BABASAGAR,958,705,2
ADILABAD,KOUTHALA,BALAJI ANKODA,495,334,6
ADILABAD,KOUTHALA,CHINTALA MANEPALLE,764,553,5
ADILABAD,KOUTHALA,GANGAPUR,825,603,7
ADILABAD,KOUTHALA,GUDLABORI,972,708,1
ADILABAD,KOUTHALA,GUNDAIPETA,654,453,1
ADILABAD,KOUTHALA,GURUDPETA,635,449,3
ADILABAD,KOUTHALA,KANKI,272,210,1
ADILABAD,KOUTHALA,KANNEPALLE,593,454,7
ADILABAD,KOUTHALA,KOUTHALA,986,652,3
ADILABAD,KOUTHALA,MOGADHAGAD,560,397,3
ADILABAD,KOUTHALA,MUTHAMPET,1168,765,2
ADILABAD,KOUTHALA,PARDI,225,177,1
ADILABAD,KOUTHALA,RANVALLI,539,445,
ADILABAD,KOUTHALA,RAVINDRANAGAR,554,379,4
ADILABAD,KOUTHALA,SANDGOAN,406,287,2
ADILABAD,KOUTHALA,TALODI,465,323,2
ADILABAD,KOUTHALA,THATIPALLY,579,435,1
ADILABAD,KOUTHALA,TUMDIHETTY,403,340,1
ADILABAD,KOUTHALA,VEERDANDI,331,240,
ADILABAD,LUXETTIPET,BALRAOPET,244,178,
ADILABAD,LUXETTIPET,CHANDRAM,796,497,2
ADILABAD,LUXETTIPET,DOWDEPALLE,381,209,3
ADILABAD,LUXETTIPET,ELLARAM,256,180,
ADILABAD,LUXETTIPET,GULLAKOTA,945,636,3
ADILABAD,LUXETTIPET,ITKYAL,797,536,
ADILABAD,LUXETTIPET,JENDAVENKATAPUR,593,400,2
ADILABAD,LUXETTIPET,KOTHUR,284,191,3
ADILABAD,LUXETTIPET,LAXMIPUR,445,282,2
ADILABAD,LUXETTIPET,LUXETTIPET,1701,888,5
ADILABAD,LUXETTIPET,MODELA,350,234,1
ADILABAD,LUXETTIPET,PATHAKOMMUGUDA,604,407,4
ADILABAD,LUXETTIPET,POTHEPALLE,390,253,
ADILABAD,LUXETTIPET,RANGAPET,177,126,
ADILABAD,LUXETTIPET,THIMMAPUR,573,396,1
ADILABAD,LUXETTIPET,UTUKUR,808,475,2
ADILABAD,LUXETTIPET,VENKATARAOPET,1291,718,4
ADILABAD,MANCHERIAL,DONABANDA,765,450,4
ADILABAD,MANCHERIAL,GADHPUR,787,573,
ADILABAD,MANCHERIAL,GUDIPET,556,394,
ADILABAD,MANCHERIAL,HAJIPUR,1043,716,6
ADILABAD,MANCHERIAL,KARNAMAMIDI,738,523,1
ADILABAD,MANCHERIAL,MULKALLA,677,418,2
ADILABAD,MANCHERIAL,NAMNUR,645,507,1
ADILABAD,MANCHERIAL,NARSIGAPUR,306,183,
ADILABAD,MANCHERIAL,NASPUR,4026,2541,7
ADILABAD,MANCHERIAL,PADTHANPALLE,281,166,1
ADILABAD,MANCHERIAL,PEDDAMPETA,460,321,
ADILABAD,MANCHERIAL,RAPALLE,556,377,1
ADILABAD,MANCHERIAL,SINGAPUR,2919,2121,12
ADILABAD,MANCHERIAL,TEEGALPAHAD,2527,1737,9
ADILABAD,MANCHERIAL,THALLAPALLY,1267,893,2
ADILABAD,MANCHERIAL,VEMPALLI,453,318,1
ADILABAD,MANDAMARRI,ANDGULAPET,367,235,
ADILABAD,MANDAMARRI,CHIRRAKUNTA,302,239,
ADILABAD,MANDAMARRI,KYETHENPALLE,4955,2968,7
ADILABAD,MANDAMARRI,MAMIDIGHAT,257,175,
ADILABAD,MANDAMARRI,PONNARAM,587,381,
ADILABAD,MANDAMARRI,SARANGAPALLE,365,240,1
ADILABAD,MANDAMARRI,THIMMAPUR,889,538,2
ADILABAD,MANDAMARRI,VENKATAPUR,408,312,
ADILABAD,NENNAL,AVADAM,550,369,1
ADILABAD,NENNAL,CHITTAPUR,399,235,5
ADILABAD,NENNAL,GOLLAPALLE,340,233,
ADILABAD,NENNAL,GUNDLASOMARAM,299,221,1
ADILABAD,NENNAL,JANGALPET,547,411,2
ADILABAD,NENNAL,JHANDAVENKATAPUR,308,232,
ADILABAD,NENNAL,KONAMPET,355,244,1
ADILABAD,NENNAL,KOTTUR,353,228,1
ADILABAD,NENNAL,KUSHENAPALLE,279,178,1
ADILABAD,NENNAL,MAILARAM,782,620,4
ADILABAD,NENNAL,METPALLE,319,229,1
ADILABAD,NENNAL,NANDULAPALLE,450,362,2
ADILABAD,NENNAL,NENNAL,884,611,1
ADILABAD,REBBANA,GANGAPUR,826,636,
ADILABAD,REBBANA,GOLLETI,1249,771,5
ADILABAD,REBBANA,KHAIRGAON,489,336,3
ADILABAD,REBBANA,KISTAPUR,498,375,1
ADILABAD,REBBANA,KONDAPALLE,563,399,
ADILABAD,REBBANA,NAMBAL,881,587,1
ADILABAD,REBBANA,NARAYANPUR,441,335,1
ADILABAD,REBBANA,NAVEGAON,301,149,
ADILABAD,REBBANA,REBBANA,1087,679,4
ADILABAD,REBBANA,TAKKALLAPALLE,465,389,
ADILABAD,REBBANA,TUNGEDA,618,483,3
ADILABAD,REBBANA,VENKULAM,407,276,1
ADILABAD,SIRPUR,CHORPALLE,533,423,3
ADILABAD,SIRPUR,KANCHANPALLI,447,303,2
ADILABAD,SIRPUR,KOTHAPALLI,435,249,
ADILABAD,SIRPUR,LINGAPUR,831,545,1
ADILABAD,SIRPUR,MAHAGAON,333,231,2
ADILABAD,SIRPUR,MAMIDIPALLI,578,375,5
ADILABAD,SIRPUR,NETNOOR,655,513,2
ADILABAD,SIRPUR,PANGIDI,1170,832,13
ADILABAD,SIRPUR,PHULLARA,199,133,
ADILABAD,SIRPUR,SHETTIHADAPNUR,528,359,2
ADILABAD,SIRPUR,SIRPUR (U),732,477,1
ADILABAD,SIRPUR (T),BHUPALAPATNAM,283,216,
ADILABAD,SIRPUR (T),CHEELAPALLE,489,337,2
ADILABAD,SIRPUR (T),CHINTAKUNTA,762,525,4
ADILABAD,SIRPUR (T),DABBA,905,573,3
ADILABAD,SIRPUR (T),DHORPALLE,361,226,1
ADILABAD,SIRPUR (T),HUDKILI,483,345,1
ADILABAD,SIRPUR (T),LAXMIPUR,306,227,2
ADILABAD,SIRPUR (T),LOANVELLI,876,591,4
ADILABAD,SIRPUR (T),PARIGAON,255,158,
ADILABAD,SIRPUR (T),SIRPUR(T),1782,1123,6
ADILABAD,SIRPUR (T),VEMPALLE,462,347,
ADILABAD,SIRPUR (T),VENKATRAOPET,324,244,1
ADILABAD,TANDUR,ACHALAPUR,813,535,2
ADILABAD,TANDUR,CHOUTPALLE,454,255,1
ADILABAD,TANDUR,DWARAKAPUR,828,544,
ADILABAD,TANDUR,KISTAMPET,581,395,3
ADILABAD,TANDUR,KOTHAPALLE,1386,929,2
ADILABAD,TANDUR,RECHINI,1021,765,2
ADILABAD,TANDUR,TANDUR,1812,1038,8
ADILABAD,TIRYANI,DEVAIGUDA,149,121,1
ADILABAD,TIRYANI,GAMBIRAOPET,450,397,2
ADILABAD,TIRYANI,GINNEDARI,375,255,2
ADILABAD,TIRYANI,GODELPALLE,391,244,
ADILABAD,TIRYANI,KANNEPALLE,429,303,2
ADILABAD,TIRYANI,LODDIGUDA,428,327,6
ADILABAD,TIRYANI,MANGI,699,582,5
ADILABAD,TIRYANI,MANIKYAPUR,379,255,
ADILABAD,TIRYANI,PANGIDI MADRA,743,503,4
ADILABAD,TIRYANI,ROMPALLE,339,223,
ADILABAD,TIRYANI,SUNGAPUR,464,310,2
ADILABAD,TIRYANI,TIRYANI,951,618,5
ADILABAD,TIRYANI,ULLIPITADORLI,285,181,
ADILABAD,VEMANPALLE,CHAMANPALLE,303,208,
ADILABAD,VEMANPALLE,DASNAPUR,363,299,3
ADILABAD,VEMANPALLE,GORLAPALLE,488,367,
ADILABAD,VEMANPALLE,JILLEDA,387,268,2
ADILABAD,VEMANPALLE,KYATHANPALLE,384,222,2
ADILABAD,VEMANPALLE,LINGALA,448,317,3
ADILABAD,VEMANPALLE,MULKALPET,532,350,2
ADILABAD,VEMANPALLE,NEELWAI,894,583,1
ADILABAD,VEMANPALLE,SUMPUTUM,370,288,1
ADILABAD,VEMANPALLE,SURARAM,312,218,
ADILABAD,VEMANPALLE,VEMANPALLE,832,599,4
ADILABAD,WANKDI,BAMBARA,590,432,
ADILABAD,WANKDI,BENDERA,728,553,1
ADILABAD,WANKDI,CHOWPANGUDA,692,564,
ADILABAD,WANKDI,INDHANI,875,601,1
ADILABAD,WANKDI,KANNERAGAON,619,466,
ADILABAD,WANKDI,KHAMANA,959,685,
ADILABAD,WANKDI,KHIRDI,839,531,2
ADILABAD,WANKDI,SAWATHI,807,682,2
ADILABAD,WANKDI,SONAPUR,715,564,1
ADILABAD,WANKDI,VELGI,356,267,
ADILABAD,WANKDI,WANKIDI KALAN,1788,1162,5
KARIMNAGAR,CHANDURTHI,ANANTHAPALLY,138,70,1
KARIMNAGAR,CHANDURTHI,ASHIREDDYPALLY,327,193,3
KARIMNAGAR,CHANDURTHI,BANDAPALLY,437,326,
KARIMNAGAR,CHANDURTHI,CHANDURTHY,856,495,2
KARIMNAGAR,CHANDURTHI,JOGAPURAM,616,408,3
KARIMNAGAR,CHANDURTHI,KATTALINGAMPET,263,170,1
KARIMNAGAR,CHANDURTHI,KISTAMPET,338,199,1
KARIMNAGAR,CHANDURTHI,LINGAMPET,462,258,2
KARIMNAGAR,CHANDURTHI,MALLIAL,888,529,2
KARIMNAGAR,CHANDURTHI,MARRIGADDA,486,262,1
KARIMNAGAR,CHANDURTHI,MOODEPALLE,492,309,1
KARIMNAGAR,CHANDURTHI,NARSINGAPUR,664,438,2
KARIMNAGAR,CHANDURTHI,RAMANNAPET,264,160,1
KARIMNAGAR,CHANDURTHI,RAMARAOPALLY,242,134,
KARIMNAGAR,CHANDURTHI,RUDRANGI,2388,1377,3
KARIMNAGAR,CHANDURTHI,SANGULA,698,472,2
KARIMNAGAR,CHANDURTHI,THIMMAPURAM,274,176,1
KARIMNAGAR,CHANDURTHI,YANGAL,481,284,1
KARIMNAGAR,CHOPPADANDI,ARNAKONDA,1297,792,2
KARIMNAGAR,CHOPPADANDI,BHOOPALAPATNAM,582,406,1
KARIMNAGAR,CHOPPADANDI,CHAKUNTA,586,352,2
KARIMNAGAR,CHOPPADANDI,CHITYALAPALLY,513,295,1
KARIMNAGAR,CHOPPADANDI,CHOPPADANDI,3171,1743,8
KARIMNAGAR,CHOPPADANDI,DESAIPET,293,176,
KARIMNAGAR,CHOPPADANDI,GUMLAPOOR,640,383,1
KARIMNAGAR,CHOPPADANDI,KATNEPALLE,840,485,3
KARIMNAGAR,CHOPPADANDI,KOLIMIKUNTA,352,211,2
KARIMNAGAR,CHOPPADANDI,KONERUPALLY,89,55,1
KARIMNAGAR,CHOPPADANDI,KURMAPALLI,255,200,
KARIMNAGAR,CHOPPADANDI,RAGAMPETA,1004,668,2
KARIMNAGAR,CHOPPADANDI,REVELLI,267,147,
KARIMNAGAR,CHOPPADANDI,RUKMAPOOR,612,356,1
KARIMNAGAR,CHOPPADANDI,VEDURGATTA,831,566,1
KARIMNAGAR,DHARMAPURI,AREPALLY,455,336,1
KARIMNAGAR,DHARMAPURI,BEERSANI,323,200,
KARIMNAGAR,DHARMAPURI,BUGGARAM,1094,588,2
KARIMNAGAR,DHARMAPURI,CHINNAPOOR,346,208,
KARIMNAGAR,DHARMAPURI,DHAMMANAPET,690,447,1
KARIMNAGAR,DHARMAPURI,DHARMAPURI,3412,1870,4
KARIMNAGAR,DHARMAPURI,DONOOR,635,431,3
KARIMNAGAR,DHARMAPURI,DONTHAPOOR,1140,830,7
KARIMNAGAR,DHARMAPURI,GADEPALLY,185,109,
KARIMNAGAR,DHARMAPURI,GOPULAPOOR,759,425,3
KARIMNAGAR,DHARMAPURI,JAINA,1197,773,3
KARIMNAGAR,DHARMAPURI,KAMALAPOOR,780,470,5
KARIMNAGAR,DHARMAPURI,MADDUNOOR,672,380,1
KARIMNAGAR,DHARMAPURI,NAGARAM,270,200,
KARIMNAGAR,DHARMAPURI,NERELLA,1193,707,3
KARIMNAGAR,DHARMAPURI,PASIGAM,234,150,1
KARIMNAGAR,DHARMAPURI,PEDDA NAKKALAPET,1107,817,3
KARIMNAGAR,DHARMAPURI,RAJAARAM,824,509,1
KARIMNAGAR,DHARMAPURI,RAYAPATNAM,635,461,1
KARIMNAGAR,DHARMAPURI,SANDAIAHPALLY,75,42,
KARIMNAGAR,DHARMAPURI,SIRIKONDA,530,330,1
KARIMNAGAR,DHARMAPURI,STAMBAMPALLY,488,299,9
KARIMNAGAR,DHARMAPURI,THEEGALA DHARMARAM,297,204,
KARIMNAGAR,DHARMAPURI,THIMMAPOOR,818,534,
KARIMNAGAR,DHARMAPURI,THUMMENALA,636,460,2
KARIMNAGAR,DHARMAPURI,VELGONDA,845,509,1
KARIMNAGAR,DHARMAPURI,VENKATAPOOR,241,169,
KARIMNAGAR,DHARMARAM,ABBAPURAM,550,380,1
KARIMNAGAR,DHARMARAM,BANJARPALLY,590,404,
KARIMNAGAR,DHARMARAM,BOMMAREDDIPALLY,593,400,
KARIMNAGAR,DHARMARAM,BOTLAVANAPARTHY,554,401,1
KARIMNAGAR,DHARMARAM,CHAMANPALLY,481,326,2
KARIMNAGAR,DHARMARAM,DHARMARAM,944,518,3
KARIMNAGAR,DHARMARAM,DONGATHURTHY,710,485,4
KARIMNAGAR,DHARMARAM,GOPALRAOPET,424,269,1
KARIMNAGAR,DHARMARAM,KAMMARIKHANPET,502,325,
KARIMNAGAR,DHARMARAM,KATKANAPALLY,656,479,1
KARIMNAGAR,DHARMARAM,KHANAMPALLE,311,206,5
KARIMNAGAR,DHARMARAM,KHILAVANAPARTHY,625,461,1
KARIMNAGAR,DHARMARAM,KOTHAPALLY,369,287,2
KARIMNAGAR,DHARMARAM,KOTHUR,805,564,2
KARIMNAGAR,DHARMARAM,MALLAPUR,457,295,1
KARIMNAGAR,DHARMARAM,MYADARAM,1409,881,5
KARIMNAGAR,DHARMARAM,NARSIMHULAPALLY,256,176,1
KARIMNAGAR,DHARMARAM,NARSINGAPOOR,461,315,
KARIMNAGAR,DHARMARAM,PAIDICHINTHALAPALLY,262,196,2
KARIMNAGAR,DHARMARAM,PATHIPAKA,692,469,1
KARIMNAGAR,DHARMARAM,RACHAPALLY,728,480,1
KARIMNAGAR,DHARMARAM,SAYAMPET,208,132,2
KARIMNAGAR,DHARMARAM,YEERRAGUNTAPALLY,187,136,
KARIMNAGAR,GANGADHARA,ACHAMPALLI,470,254,1
KARIMNAGAR,GANGADHARA,BURGUPALLI,652,385,
KARIMNAGAR,GANGADHARA,GANGADHARA,1034,629,4
KARIMNAGAR,GANGADHARA,GARSEKURTHI,1026,506,1
KARIMNAGAR,GANGADHARA,GATTUBUTHKUR,744,373,2
KARIMNAGAR,GANGADHARA,GOPALRAOPALLY,205,142,
KARIMNAGAR,GANGADHARA,HIMMATHNAGAR,310,226,
